molecule_chembl_id,kinase,IC50,units,canonical_smiles,pIC50,ro5_fulfilled,ROMol
CHEMBL4214566,CDK4,18.0,nM,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)CCC6)n3)nc2)CC1,7.744727494896693,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5ceb0>
CHEMBL3668481,CDK9,18.0,nM,Fc1cnc(NCc2ccccc2)cc1-c1ccnc2[nH]c(C3CCCNC3)cc12,7.744727494896693,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5d070>
CHEMBL3691639,CDK4,18.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5(CC6CCC(C5)N6C)OC4=O)cn3)nc2n1C1CCCC1,7.744727494896693,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5d230>
CHEMBL3663775,CDK9,18.0,nM,Clc1ccc(NCc2cccnc2)nc1-c1ccnc2[nH]c(C3CCNCC3)cc12,7.744727494896693,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5d2a0>
CHEMBL3642007,CDK6,18.0,nM,O[C@@H]1CCCN(C2CCN(c3ccc(Nc4ncc5c6ccncc6n(C6CCCC6)c5n4)nn3)CC2)C1,7.744727494896693,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5d460>
CHEMBL5277376,CDK4,18.0,nM,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(C/C=C/C(F)(F)F)CC4)cn3)nc2n(C2CCCC2)c1=O,7.744727494896693,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5d4d0>
CHEMBL6007997,CDK6,18.0,nM,Cc1nc(Nc2ncc(F)c(-c3cc(F)c4c(c3)N(C(C)C)CCO4)n2)ccc1C1CCN(C)CC1,7.744727494896693,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5d700>
CHEMBL3673549,CDK9,18.0,nM,O=C(O)C1CC=C(c2cc3c(-c4cncc(OCc5cccc(F)c5)n4)ccnc3[nH]2)CC1,7.744727494896693,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5d850>
CHEMBL6148270,CDK9,18.0,nM,c1cc(-c2cnn(CC3CC3)c2)c2cc(C3CCNCC3)[nH]c2n1,7.744727494896693,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5dbd0>
CHEMBL442186,CDK2,18.0,nM,O=C1Nc2ccc(F)c3c(SC[C@@H]4CCCN4)cc(-c4ccc[nH]4)c1c23,7.744727494896693,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5de70>
CHEMBL5542666,CDK9,18.23,nM,CCC(=O)Nc1ccc(CNc2nc(N[C@@H](CC)CO)nc3c(C(C)C)cnn23)cc1,7.739213331345024,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5e110>
CHEMBL3684980,CDK4,18.4,nM,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4cc5c(cn4)CCN(CCO)C5)nc32)CC1,7.735182176990463,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5e180>
CHEMBL5758951,CDK2,18.5,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCC(B(O)O)CC4)C5)ncc3F)cc2n1C(C)(C)C,7.732828271596986,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5e2d0>
CHEMBL5873158,CDK2,18.5,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C(C)(C)C,7.732828271596986,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5e3b0>
CHEMBL5788017,CDK6,18.7,nM,CN(C)C1CCN(c2ccc(Nc3ncc4cc(S(C)(=O)=O)n(C5CCCC5)c4n3)nc2)CC1,7.7281583934635005,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5e570>
CHEMBL4207474,CDK6,18.7,nM,Cc1nc(Nc2ncc(F)c(-c3cc(F)c4nc5n(c4c3)C(C)(C)CC5)n2)ccc1CN1CCNCC1,7.7281583934635005,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5ec70>
CHEMBL3684986,CDK4,18.8,nM,CC(=O)N1Cc2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nc2[C@H](C)C1,7.72584215073632,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5ece0>
CHEMBL6021833,CDK6,18.9,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CC1,7.723538195826756,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5f0d0>
CHEMBL4207474,CDK4,18.9,nM,Cc1nc(Nc2ncc(F)c(-c3cc(F)c4nc5n(c4c3)C(C)(C)CC5)n2)ccc1CN1CCNCC1,7.723538195826756,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5f450>
CHEMBL6034187,CDK9,19.0,nM,Fc1cccc(Cn2cnc3ccc(-c4cc(NC5CC6(CCNC6)C5)ncc4Cl)cc32)c1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5f7d0>
CHEMBL5277470,CDK6,19.0,nM,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(C(=O)/C(C#N)=C/c5ccccc5)CC4)cn3)nc2n(C2CCCC2)c1=O,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5fa00>
CHEMBL1234087,CDK1,19.0,nM,O=C1Nc2ccc(-c3cnco3)cc2/C1=C/Nc1ccc2c(c1)CS(=O)(=O)C2,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5c270>
CHEMBL3691650,CDK4,19.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCC5(CCCN5)C4=O)cn3)nc2n1C1CCCC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5e880>
CHEMBL3702175,CDK4,19.0,nM,COCC(C)(C)n1c2cnccc2c2cnc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)nc21,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5ea40>
CHEMBL3648104,CDK1,19.0,nM,CC(Sc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)C(C)(C)O,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f5fdf0>
CHEMBL3691557,CDK4,19.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CC5(N)C4)cn3)nc2n1C1CCCC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4d7e0>
CHEMBL2158845,CDK2,19.0,nM,NS(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(N4CCOCC4)c3)n2)c1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4dd20>
CHEMBL4207451,CDK6,19.0,nM,CC1(C)CCc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCN(C7CC7)CC6)cn5)ncc4F)cc3n21,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4e110>
CHEMBL3702028,CDK4,19.0,nM,CC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)C1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4e5e0>
CHEMBL3668452,CDK9,19.0,nM,COc1ccc(F)cc1-c1ccnc2[nH]c(C3CCN(C(=O)CN4CCOCC4)CC3)cc12,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4ec00>
CHEMBL5188442,CDK9,19.0,nM,COc1cc(F)ccc1-c1ccnc2[nH]c(-c3ccc(CN4CCOCC4)cc3)nc12,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4c580>
CHEMBL3642023,CDK6,19.0,nM,c1cc2c3cnc(Nc4ccc(N5CCC(NC6CCC6)CC5)cn4)nc3n(C3CCCC3)c2cn1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4c5f0>
CHEMBL5858683,CDK9,19.0,nM,C[C@H](c1cccc(F)c1)n1cnc2ccc(-c3cc(NC(=O)[C@@H]4CCCNC4)ncc3Cl)cc21,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4c660>
CHEMBL3702078,CDK4,19.0,nM,Cc1nc(Nc2ncc3c4ccnc(F)c4n(C4CCCC4)c3n2)ccc1N1CCNCC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4c6d0>
CHEMBL1080913,CDK2,19.0,nM,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccc(F)c(F)c4)s3)cc12,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4c900>
CHEMBL3668497,CDK9,19.0,nM,CCN(C(=O)O)S(=O)(=O)N1CC=C(c2cc3c(-c4cc(F)ccc4OC)ccnc3[nH]2)CC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4ca50>
CHEMBL3691668,CDK4,19.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C[C@@H]5CC[C@H](CC4=O)N5)cn3)nc2n1C1CCCCC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4d230>
CHEMBL457979,CDK2,19.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)Cc4ccccc4)cc3)n2)n1C(C)C,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4d380>
CHEMBL3673526,CDK9,19.0,nM,CNC(=O)N1CCC(c2cc3c(-c4cncc(NCc5cccc(F)c5)n4)ccnc3[nH]2)CC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4d690>
CHEMBL3663761,CDK9,19.0,nM,COc1cc(Cl)ccc1-c1ccnc2[nH]c(C3CCNCC3)cc12,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4da80>
CHEMBL3663780,CDK9,19.0,nM,Fc1ccc(CNc2ccc(Cl)c(-c3ccnc4[nH]c(C5CCNCC5)cc34)n2)cc1F,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4daf0>
CHEMBL3663760,CDK9,19.0,nM,COc1cc(F)ccc1-c1ccnc2[nH]c(C3CCNCC3)cc12,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4dbd0>
CHEMBL457177,CDK2,19.0,nM,O=C(N[C@H]1CC[C@H](O)CC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4de70>
CHEMBL3691602,CDK4,19.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5C(=O)CN)cn3)nc2n1C1CCCC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4dee0>
CHEMBL562104,CDK2,19.0,nM,CNC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccccc3)nc1-2,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4e1f0>
CHEMBL5830379,CDK9,19.0,nM,O=C(N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CCCC4)c(Cl)cn2)C1)C1COC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4e260>
CHEMBL1800464,CDK1,19.0,nM,Nc1nc(NC2CCCC2)cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4e730>
CHEMBL3642013,CDK4,19.0,nM,CN(CCO)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4ea40>
CHEMBL5776531,CDK9,19.0,nM,O=C(Nc1cc(-c2cnn3c2CCCC3)c(Cl)cn1)[C@H]1CCC[C@@H](NC(=O)[C@@H]2CCOC2)C1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4ec70>
CHEMBL6015242,CDK9,19.0,nM,O=C(Nc1cc(-c2ccc3nnn(Cc4ccc(F)c(F)c4)c3c2)c(Cl)cn1)[C@@H]1CCCNC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4eff0>
CHEMBL5788163,CDK9,19.0,nM,O=C(Nc1cc(-c2ccc3ncn(Cc4ccc(F)cc4)c3c2)c(Cl)cn1)[C@@H]1CCCNC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4fa00>
CHEMBL5896525,CDK9,19.0,nM,CN1CCC(CCNc2cc(-c3ccc4ncn(Cc5cccc(F)c5)c4c3)c(Cl)cn2)CC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4fb50>
CHEMBL5994625,CDK9,19.0,nM,CC(C)(O)CCNc1cc(-c2ccc3ncn(Cc4cccc(F)c4)c3c2)c(Cl)cn1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4fca0>
CHEMBL3691587,CDK4,19.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5C)cn3)nc2n1C1CCCC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4fe60>
CHEMBL2012400,CDK1,19.0,nM,Cn1cc(Nc2ncc3cnn(C4CCC5(CC4)CC5)c3n2)cc1C(N)=O,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4ff40>
CHEMBL3986282,CDK4,19.0,nM,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(C(=O)CNCCN)CC4)cn3)nc2n(C2CCCC2)c1=O,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4d000>
CHEMBL3668485,CDK9,19.0,nM,CNC(=O)N1CC=C(c2cc3c(-c4cc(F)ccc4OC)ccnc3[nH]2)CC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4d1c0>
CHEMBL3663794,CDK9,19.0,nM,CN1CCC(c2cc3c(-c4nc(NCc5ccccc5)ccc4Cl)ccnc3[nH]2)CC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4d3f0>
CHEMBL392776,CDK1,19.0,nM,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(Br)c3)c(O)c(=O)c2c1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f4e810>
CHEMBL3691679,CDK4,19.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C[C@H]5CC[C@@H](CC4=O)N5CC(F)(F)F)cn3)nc2n1C1CCCC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f14820>
CHEMBL3648092,CDK2,19.0,nM,CCOC(=O)N=S(=O)(CC)c1ccc(Nc2ncc(Br)c(O[C@H](C)[C@H](C)O)n2)cc1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f15000>
CHEMBL3641990,CDK6,19.0,nM,CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCC5)c4n3)nn2)CC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f154d0>
CHEMBL6160789,CDK6,19.0,nM,CCN1CCN(c2ccc(Nc3ncc(F)c(-c4ccc5c(c4)OC4(CCN(C(C)=O)CC4)CC5=O)n3)nc2)CC1,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f15620>
CHEMBL269883,CDK1,19.0,nM,CC(C)COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,7.721246399047171,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f16110>
CHEMBL3684985,CDK4,19.2,nM,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)C(O)CN(CCO)C5)nc32)CC1,7.71669877129645,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f17300>
CHEMBL4160544,CDK6,19.24,nM,Cc1nc(Nc2c[nH]nc2C(=O)Nc2ccc(CN3CCN(C)CC3)cc2)c2cc(C(C)C)sc2n1,7.715794932298206,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f17840>
CHEMBL3698645,CDK6,19.5,nM,C[C@H]1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CCN1,7.709965388637482,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f17d10>
CHEMBL3698741,CDK6,19.7,nM,c1cc2c3cnc(Nc4ccc(N5CCCC5)nn4)nc3n(C3CCCC3)c2cn1,7.705533773838407,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f145f0>
CHEMBL5843019,CDK6,19.8,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C(N)=O)cn4)ncc3F)cc21,7.703334809738469,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f14740>
CHEMBL4762677,CDK9,19.8,nM,CC(C)N1c2cc(Nc3nccc(-c4ccnc5ccccc45)n3)ccc2N(C)C(=O)[C@H]1C,7.703334809738469,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f14890>
CHEMBL5908734,CDK2,19.9,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCO)C5)ncc3F)cc2n1C(C)C,7.701146923590294,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f14c10>
CHEMBL297570,CDK2,20.0,nM,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCCNC3)s2)o1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f14cf0>
CHEMBL3085239,CDK1,20.0,nM,CC(C)[C@H](CO)Nc1nc(NCc2ccc3c(c2)OCO3)c2ncn(C(C)C)c2n1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f14e40>
CHEMBL3969723,CDK9,20.0,nM,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f14f90>
CHEMBL1235529,CDK1,20.0,nM,O=S1(=O)NCCCNc2nc(ncc2Br)Nc2cccc1c2,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f151c0>
CHEMBL79049,CDK1,20.0,nM,CCCCOc1c(C(=O)c2c(F)cc(F)cc2F)c[nH]c2nncc1-2,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f15460>
CHEMBL3901726,CDK9,20.0,nM,Fc1ccc2c(c1)-c1ccnc3[nH]c(C4=CCNCC4)c(c13)CO2,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f15690>
CHEMBL496567,CDK2,20.0,nM,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@H](N)CC3)s2)o1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f15bd0>
CHEMBL4474655,CDK9,20.0,nM,FC(F)(F)c1cnc(N[C@H]2CCCNC2)nc1-c1n[nH]c2ccccc12,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f15f50>
CHEMBL5933703,CDK2,20.0,nM,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6(C)CC6)c5c4)n3)ccc2C1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f16180>
CHEMBL5776705,CDK1,20.0,nM,NS(=O)(=O)c1ccc(Nc2ncc3cc4n(c3n2)C2(CCCCC2)C(=O)N[C@@H]4CF)cc1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f161f0>
CHEMBL3668472,CDK9,20.0,nM,Fc1ccc(CNc2ccc(Cl)c(-c3ccnc4[nH]c(C5CCCNC5)cc34)n2)cc1F,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f16260>
CHEMBL6022784,CDK4,20.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCC(C)(O)CC5)cn4)ncc3F)cc21,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f165e0>
CHEMBL488436,CDK9,20.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f16650>
CHEMBL5176691,CDK2,20.0,nM,NCCCCNC(=O)c1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f166c0>
CHEMBL3702038,CDK4,20.0,nM,CC1(C)CN(c2ccc(Nc3ncc4c5cc[nH]c(=O)c5n(C5CCCC5)c4n3)nn2)CCN1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f16a40>
CHEMBL3991935,CDK9,20.0,nM,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO.Cl,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f16d50>
CHEMBL6013201,CDK4,20.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4cnn(C5CCC(O)CC5)c4)ncc3F)cc21,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f16ff0>
CHEMBL3642024,CDK6,20.0,nM,CC(C)NC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f17140>
CHEMBL3702094,CDK4,20.0,nM,CC1CN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nc2)CC(C)N1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f17220>
CHEMBL4207804,CDK4,20.0,nM,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)CC(C)(C)C6)n3)nc2)CC1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f17530>
CHEMBL1800450,CDK1,20.0,nM,Cc1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f17ca0>
CHEMBL5797283,CDK1,20.0,nM,NS(=O)(=O)c1ccc(Nc2ncc3cc4n(c3n2)C2(CCCCC2)C(=O)N[C@H]4CF)cc1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f144a0>
CHEMBL5774630,CDK4,20.0,nM,COCCNS(=O)(=O)c1ccc(Nc2ncc(F)c(-c3cc(F)c4c(c3)N(C(C)C)CCO4)n2)cc1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f14660>
CHEMBL1800465,CDK1,20.0,nM,Nc1nc(NC2CCCCC2)cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f158c0>
CHEMBL401377,CDK2,20.0,nM,Brc1cnn2c(NCc3ccncc3)cc(-c3ccccc3)nc12,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f163b0>
CHEMBL3648071,CDK2,20.0,nM,C[C@@H](O)[C@@H](C)Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f16f10>
CHEMBL3691603,CDK4,20.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5C(=O)C4CCCN4)cn3)nc2n1C1CCCC1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78f17610>
CHEMBL452602,CDK2,20.0,nM,C[C@@H]1CNC[C@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa52a0>
CHEMBL191834,CDK2,20.0,nM,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCOC2=O)cc1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa63b0>
CHEMBL3698715,CDK4,20.0,nM,CN(C)C1CCN(c2cnc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)cn2)CC1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa4900>
CHEMBL3702061,CDK4,20.0,nM,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccnc(Cl)c5n(C5CCCC5)c4n3)nn2)CC1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa4ac0>
CHEMBL603097,CDK2,20.0,nM,COc1ccc2nc3[nH]nc(C)c3c(OC)c2c1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa4dd0>
CHEMBL428690,CDK9,20.0,nM,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa5230>
CHEMBL3698694,CDK6,20.0,nM,c1cc2c3cnc(Nc4ccc(N[C@@H]5CCNC5)cn4)nc3n(C3CCCC3)c2cn1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa5460>
CHEMBL5748598,CDK9,20.0,nM,COC1CCc2c(-c3cc(NC(=O)[C@H]4CCC[C@@H](NC(C)=O)C4)ncc3Cl)cnn2C1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa54d0>
CHEMBL3237445,CDK4,20.0,nM,Cc1nccc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c12,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa55b0>
CHEMBL3702244,CDK4,20.0,nM,C[C@H]1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCC5)c4n3)nc2)CCN1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa5930>
CHEMBL3668412,CDK9,20.0,nM,Clc1ccccc1CNc1cccc(-c2ccnc3[nH]c(C4CCNCC4)cc23)n1,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa5a10>
CHEMBL5978749,CDK6,20.0,nM,CC(C)CN1CCOc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc21,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa5cb0>
CHEMBL3691641,CDK4,20.0,nM,CN1CCCC2(CC1)CN(c1ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc1)C(=O)O2,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa5d90>
CHEMBL4465061,CDK9,20.0,nM,Clc1cnc(NC2CCCCC2)nc1-c1c[nH]c2cccnc12,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa5e70>
CHEMBL254367,CDK2,20.0,nM,O=C(Cc1cccc2ccccc12)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa5f50>
CHEMBL255263,CDK2,20.0,nM,O=C(Cc1ccc(F)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,7.698970004336019,True,<rdkit.Chem.rdchem.Mol object at 0x735c78fa6110>
