molecule_chembl_id,kinase,IC50,units,canonical_smiles,pIC50,ro5_fulfilled,ROMol,has_brenk
CHEMBL5894670,CDK6,5.17,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCO)C5)ncc3F)cc2n1C(C)C,8.286509456906057,True,<rdkit.Chem.rdchem.Mol object at 0x735c79061a10>,False
CHEMBL3698689,CDK4,5.2,nM,Fc1cncc2c1c1cnc(Nc3ccc(N4CCNCC4)cn3)nc1n2C1CCCC1,8.2839966563652,True,<rdkit.Chem.rdchem.Mol object at 0x735c79061ee0>,False
CHEMBL3642010,CDK4,5.2,nM,CCN(CCO)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.2839966563652,True,<rdkit.Chem.rdchem.Mol object at 0x735c79061f50>,False
CHEMBL4205366,CDK4,5.2,nM,CCN1CCN(Cc2ccc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ccn3)nn2)CC1,8.2839966563652,True,<rdkit.Chem.rdchem.Mol object at 0x735c79062030>,False
CHEMBL3698668,CDK4,5.3,nM,CC1(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CCC1,8.275724130399212,True,<rdkit.Chem.rdchem.Mol object at 0x735c79062110>,False
CHEMBL3702159,CDK6,5.3,nM,c1cc2c3cnc(Nc4ccc(C5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1,8.275724130399212,True,<rdkit.Chem.rdchem.Mol object at 0x735c790621f0>,False
CHEMBL3702065,CDK6,5.3,nM,CN(C)C1CC2CCC(C1)N2c1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1,8.275724130399212,True,<rdkit.Chem.rdchem.Mol object at 0x735c79062500>,False
CHEMBL3702121,CDK4,5.3,nM,CCOC(=O)CN1CCN(Cc2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.275724130399212,True,<rdkit.Chem.rdchem.Mol object at 0x735c79062810>,False
CHEMBL3702035,CDK4,5.3,nM,CN(C)C1CCN(c2ccc(Nc3ncc4c5cc[nH]c(=O)c5n(C5CCCC5)c4n3)nn2)CC1,8.275724130399212,True,<rdkit.Chem.rdchem.Mol object at 0x735c790628f0>,False
CHEMBL3698697,CDK4,5.4,nM,O=S1(=O)CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.267606240177031,True,<rdkit.Chem.rdchem.Mol object at 0x735c79062a40>,False
CHEMBL319467,CDK2,5.4,nM,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,8.267606240177031,True,<rdkit.Chem.rdchem.Mol object at 0x735c79062ea0>,False
CHEMBL3702065,CDK4,5.4,nM,CN(C)C1CC2CCC(C1)N2c1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1,8.267606240177031,True,<rdkit.Chem.rdchem.Mol object at 0x735c79063220>,False
CHEMBL5839538,CDK6,5.46,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C1CC1,8.262807357295262,True,<rdkit.Chem.rdchem.Mol object at 0x735c79063610>,False
CHEMBL3691622,CDK4,5.5,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C[C@H]5CNC[C@H]5C4=O)cn3)nc2n1C1CCCC1,8.259637310505756,True,<rdkit.Chem.rdchem.Mol object at 0x735c79063840>,False
CHEMBL3691676,CDK4,5.5,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C[C@H]5CC[C@@H](CC4=O)N5C)cn3)nc2n1C1CCCC1,8.259637310505756,True,<rdkit.Chem.rdchem.Mol object at 0x735c79063a70>,False
CHEMBL3698662,CDK4,5.5,nM,CC(C)(C)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,8.259637310505756,True,<rdkit.Chem.rdchem.Mol object at 0x735c79063ed0>,False
CHEMBL3691612,CDK4,5.5,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC[C@@H]5CC[C@H](C4)N5)cn3)nc2n1C1CCCC1,8.259637310505756,True,<rdkit.Chem.rdchem.Mol object at 0x735c79060970>,False
CHEMBL3702196,CDK4,5.5,nM,C[C@@H](CO)Nc1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nn1,8.259637310505756,True,<rdkit.Chem.rdchem.Mol object at 0x735c79061460>,False
CHEMBL3698747,CDK4,5.5,nM,c1cc2c3cnc(Nc4ccc(N5CCCNCC5)nn4)nc3n(C3CCCC3)c2cn1,8.259637310505756,True,<rdkit.Chem.rdchem.Mol object at 0x735c790635a0>,False
CHEMBL3691607,CDK4,5.5,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1C1CCCCC1,8.259637310505756,True,<rdkit.Chem.rdchem.Mol object at 0x735c79061fc0>,False
CHEMBL5843019,CDK4,5.5,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C(N)=O)cn4)ncc3F)cc21,8.259637310505756,True,<rdkit.Chem.rdchem.Mol object at 0x735c79062420>,False
CHEMBL3691580,CDK4,5.5,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1[C@H]1CC[C@H](C(C)(C)C)CC1,8.259637310505756,True,<rdkit.Chem.rdchem.Mol object at 0x735c79064190>,False
CHEMBL4095226,CDK2,5.5,nM,Nc1nccc(-c2c[nH]c3ncc(-c4ccc(F)cc4)cc23)n1,8.259637310505756,True,<rdkit.Chem.rdchem.Mol object at 0x735c79064200>,False
CHEMBL5757213,CDK6,5.51,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCCN(C)C)C5)ncc3F)cc2n1C1CC1,8.258848401148216,True,<rdkit.Chem.rdchem.Mol object at 0x735c79064ac0>,False
CHEMBL3698720,CDK4,5.6,nM,N[C@@H]1CCN(c2cnc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)cn2)C1,8.2518119729938,True,<rdkit.Chem.rdchem.Mol object at 0x735c790662d0>,False
CHEMBL5762588,CDK6,5.6,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N)C5)ncc3F)cc2n1C1CC1,8.2518119729938,True,<rdkit.Chem.rdchem.Mol object at 0x735c79067290>,False
CHEMBL3702157,CDK4,5.6,nM,C1=C(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CCNC1,8.2518119729938,True,<rdkit.Chem.rdchem.Mol object at 0x735c79067df0>,False
CHEMBL3698733,CDK4,5.6,nM,OCC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.2518119729938,True,<rdkit.Chem.rdchem.Mol object at 0x735c79064040>,False
CHEMBL248891,CDK1,5.6,nM,COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,8.2518119729938,True,<rdkit.Chem.rdchem.Mol object at 0x735c790643c0>,False
CHEMBL4214123,CDK4,5.6,nM,Cc1nc2c(F)cc(-c3cc(Nc4cnc(CN5CCN(CC(F)(F)F)CC5)cn4)ncn3)cc2n1C(C)C,8.2518119729938,True,<rdkit.Chem.rdchem.Mol object at 0x735c790646d0>,False
CHEMBL3698683,CDK6,5.6,nM,c1cc2c3cnc(Nc4ccc(N5CCCNCC5)cn4)nc3n(C3CCCC3)c2cn1,8.2518119729938,True,<rdkit.Chem.rdchem.Mol object at 0x735c79064dd0>,False
CHEMBL4445727,CDK6,5.67,nM,CCn1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc21,8.246416941107093,True,<rdkit.Chem.rdchem.Mol object at 0x735c79064eb0>,False
CHEMBL4209318,CDK4,5.7,nM,CC1CCc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCN(C)CC6)cn5)ncc4F)cc3n21,8.244125144327509,True,<rdkit.Chem.rdchem.Mol object at 0x735c79064f20>,False
CHEMBL3642033,CDK6,5.7,nM,O=C(O)CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.244125144327509,True,<rdkit.Chem.rdchem.Mol object at 0x735c79065150>,False
CHEMBL4210707,CDK4,5.7,nM,CC1(C)CCc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCN(CCF)CC6)cn5)ncc4F)cc3n21,8.244125144327509,True,<rdkit.Chem.rdchem.Mol object at 0x735c79065770>,False
CHEMBL6008170,CDK6,5.7,nM,CS(=O)(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,8.244125144327509,True,<rdkit.Chem.rdchem.Mol object at 0x735c790657e0>,False
CHEMBL3698664,CDK6,5.7,nM,C[C@@H](C1CCCCC1)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,8.244125144327509,True,<rdkit.Chem.rdchem.Mol object at 0x735c79065e70>,False
CHEMBL5878959,CDK6,5.7,nM,Fc1cnc(Nc2ccc(N3CCNCC3)cn2)nc1-c1cc(F)c2c(c1)NCCO2,8.244125144327509,True,<rdkit.Chem.rdchem.Mol object at 0x735c790661f0>,False
CHEMBL3641995,CDK6,5.7,nM,C[C@H](O)CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.244125144327509,True,<rdkit.Chem.rdchem.Mol object at 0x735c79066960>,False
CHEMBL3642024,CDK4,5.7,nM,CC(C)NC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.244125144327509,True,<rdkit.Chem.rdchem.Mol object at 0x735c790669d0>,False
CHEMBL5784667,CDK6,5.78,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C(C)N(C)C)C5)ncc3F)cc2n1C(C)C,8.23807216157947,True,<rdkit.Chem.rdchem.Mol object at 0x735c79066e30>,False
CHEMBL3702053,CDK6,5.8,nM,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.236572006437063,True,<rdkit.Chem.rdchem.Mol object at 0x735c79066ff0>,False
CHEMBL3641996,CDK4,5.8,nM,CN(CCO)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.236572006437063,True,<rdkit.Chem.rdchem.Mol object at 0x735c79067060>,False
CHEMBL4214123,CDK6,5.8,nM,Cc1nc2c(F)cc(-c3cc(Nc4cnc(CN5CCN(CC(F)(F)F)CC5)cn4)ncn3)cc2n1C(C)C,8.236572006437063,True,<rdkit.Chem.rdchem.Mol object at 0x735c79067920>,False
CHEMBL3971812,CDK6,5.9,nM,OC1CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,8.229147988357855,True,<rdkit.Chem.rdchem.Mol object at 0x735c79067ed0>,False
CHEMBL6144286,CDK9,5.9,nM,Cn1cc(-c2c(Cl)cnc3[nH]c(C4CCNCC4)cc23)cn1,8.229147988357855,True,<rdkit.Chem.rdchem.Mol object at 0x735c790649e0>,False
CHEMBL3698707,CDK4,5.9,nM,c1cc2c3cnc(Nc4ccc(N5CCC(N6CCCC6)CC5)cn4)nc3n(C3CCCC3)c2cn1,8.229147988357855,True,<rdkit.Chem.rdchem.Mol object at 0x735c79065700>,False
CHEMBL3698742,CDK4,5.9,nM,CN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.229147988357855,True,<rdkit.Chem.rdchem.Mol object at 0x735c79066500>,False
CHEMBL3702194,CDK4,5.9,nM,C[C@H](O)CNc1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nn1,8.229147988357855,True,<rdkit.Chem.rdchem.Mol object at 0x735c79066650>,False
CHEMBL5991757,CDK4,6.0,nM,CC(C)N1C(=O)COc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)cc21,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c79068510>,False
CHEMBL3644024,CDK2,6.0,nM,CC(C)S(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(O[C@H](C)[C@@H](C)O)n2)cc1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c79068740>,False
CHEMBL5946157,CDK4,6.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(S(N)(=O)=O)cc4)ncc3F)cc21,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906b920>,False
CHEMBL3959867,CDK9,6.0,nM,CCOc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(C)(=N)=O)c2)ncc1F,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c79068270>,False
CHEMBL103355,CDK2,6.0,nM,Cc1ccc(F)c(Nc2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)c1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c790682e0>,False
CHEMBL3648114,CDK2,6.0,nM,CN=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)cc1OC,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c790689e0>,False
CHEMBL5822013,CDK4,6.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4cnn(C5CCN(C)CC5)c4)ncc3F)cc21,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c79068b30>,False
CHEMBL5199065,CDK9,6.0,nM,CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c79069000>,False
CHEMBL2029901,CDK1,6.0,nM,CN1CCN(C(=O)c2cc(Nc3ncc4cc(C#N)n(C5CCCC5)c4n3)cn2C)CC1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c790693f0>,False
CHEMBL460103,CDK2,6.0,nM,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[C@@H](N(C)C)C4)cc3)ncc2F)n1C(C)C,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c790694d0>,False
CHEMBL3648119,CDK2,6.0,nM,COC[C@H](Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)[C@H](C)O,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c79069540>,False
CHEMBL5207871,CDK9,6.0,nM,CC(C)n1cc(-c2ccnc3[nH]c(C4CCN(CC(=O)N5CCCC5)CC4)cc23)ccc1=O,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c79069c40>,False
CHEMBL4589249,CDK9,6.0,nM,COc1cc(F)ccc1-c1cc(Nc2cc(C[S@](C)(=N)=O)ccn2)ncc1F,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c79069fc0>,False
CHEMBL191003,CDK1,6.0,nM,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906a260>,False
CHEMBL3691623,CDK4,6.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C[C@@H]5CNC[C@@H]5C4=O)cn3)nc2n1C1CCCC1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906a2d0>,False
CHEMBL6147551,CDK6,6.0,nM,CC(=O)N1CCC2(CC1)CC(=O)c1ccc(-c3nc(Nc4ccc(N5CCN(CC6CC6)CC5)cn4)ncc3F)cc1O2,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906a960>,False
CHEMBL3673545,CDK9,6.0,nM,O=C(CO)N1CCC(c2cc3c(-c4nc(NCc5cccc(F)c5)c(F)cc4F)ccnc3[nH]2)CC1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906bdf0>,False
CHEMBL383961,CDK4,6.0,nM,O=c1c2cccc3c2sn1CCNCCOc1cccc2nc(O)c-3nc12,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906a650>,False
CHEMBL3691629,CDK4,6.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C[C@@H]5CNC[C@@H]5CC4=O)cn3)nc2n1C1CCCC1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906a9d0>,False
CHEMBL3691628,CDK4,6.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C[C@H]5CNC[C@H]5CC4=O)cn3)nc2n1C1CCCC1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906aff0>,False
CHEMBL386467,CDK4,6.0,nM,O=c1c2cccc(-c3nc4ccccc4nc3O)c2sn1C1CCCC1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906bae0>,False
CHEMBL510436,CDK2,6.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906ca50>,False
CHEMBL3644032,CDK2,6.0,nM,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)C3CC3)cc2)ncc1C(F)(F)F,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906d620>,False
CHEMBL3648072,CDK2,6.0,nM,C[C@@H](Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)C(C)(C)O,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906e650>,False
CHEMBL291324,CDK1,6.0,nM,Nc1nc(N)c(N=O)c(=O)[nH]1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906c7b0>,False
CHEMBL5195947,CDK9,6.0,nM,COc1cc(F)ccc1-c1ccnc2[nH]c(C3CCN(CC(=O)N(C)C)CC3)cc12,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906cf20>,False
CHEMBL488436,CDK2,6.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906d150>,False
CHEMBL23254,CDK2,6.0,nM,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906d540>,False
CHEMBL5974817,CDK4,6.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5)cc4F)ncc3F)cc21,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906e0a0>,False
CHEMBL3691556,CDK4,6.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CC(C4)N(C)C5)cn3)nc2n1C1CCCC1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906e570>,False
CHEMBL3917892,CDK9,6.0,nM,CCS(=N)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,8.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906e880>,False
CHEMBL4856767,CDK9,6.04,nM,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4ccccc4)n3)cc12,8.218963061378869,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906ef10>,False
CHEMBL3698721,CDK4,6.1,nM,c1cc2c3cnc(Nc4ccc(N[C@@H]5CCNC5)nn4)nc3n(C3CCCC3)c2cn1,8.214670164989233,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906ef80>,False
CHEMBL3698665,CDK6,6.1,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCC3)c2cn1,8.214670164989233,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906f060>,False
CHEMBL5751375,CDK6,6.14,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1CC1CC1,8.211831628858832,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906f760>,False
CHEMBL5789562,CDK6,6.14,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1,8.211831628858832,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906f8b0>,False
CHEMBL3642038,CDK4,6.2,nM,CN(C)C1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CCC1O,8.207608310501746,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906f290>,False
CHEMBL3702071,CDK6,6.2,nM,c1cc2c3cnc(Nc4nc(CN5CCNCC5)cs4)nc3n(C3CCCC3)c2cn1,8.207608310501746,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906d230>,False
CHEMBL3698730,CDK4,6.2,nM,c1cc2c3cnc(Nc4ccc(NCC5COCCN5)nn4)nc3n(C3CCCC3)c2cn1,8.207608310501746,True,<rdkit.Chem.rdchem.Mol object at 0x735c7906e7a0>,False
CHEMBL5941223,CDK6,6.23,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CCC(C)CC1,8.20551195334083,True,<rdkit.Chem.rdchem.Mol object at 0x735c790704a0>,False
CHEMBL6038282,CDK6,6.24,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H]4CCCN4)C5)ncc3F)cc2n1C1CC1,8.204815410317575,True,<rdkit.Chem.rdchem.Mol object at 0x735c79071000>,False
CHEMBL4449998,CDK6,6.26,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1CC1CC1,8.20342566678957,True,<rdkit.Chem.rdchem.Mol object at 0x735c79071310>,False
CHEMBL3642001,CDK6,6.3,nM,OCC(CO)NC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.200659450546418,True,<rdkit.Chem.rdchem.Mol object at 0x735c79071cb0>,False
CHEMBL3684992,CDK4,6.3,nM,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)CN(C(=O)CO)CC5)nc32)CC1,8.200659450546418,True,<rdkit.Chem.rdchem.Mol object at 0x735c790727a0>,False
CHEMBL5787921,CDK6,6.36,nM,CN[C@H](C)C(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,8.196542884351587,True,<rdkit.Chem.rdchem.Mol object at 0x735c79070270>,False
CHEMBL3702047,CDK6,6.4,nM,CCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.193820026016112,True,<rdkit.Chem.rdchem.Mol object at 0x735c790702e0>,False
CHEMBL4562323,CDK2,6.4,nM,CC(C)c1cnn2c(NCc3ccccc3-n3cccn3)nc(OC3CCCNC3)nc12,8.193820026016112,True,<rdkit.Chem.rdchem.Mol object at 0x735c790703c0>,False
CHEMBL215803,CDK4,6.4,nM,C[C@@H]1C[C@H]2CN1CCn1nc3c(cccc3c1O)-c1nc3c(cccc3nc1O)O2,8.193820026016112,True,<rdkit.Chem.rdchem.Mol object at 0x735c79070c80>,False
CHEMBL3698716,CDK4,6.4,nM,c1cc2c3cnc(Nc4cnc(N5CCCNCC5)cn4)nc3n(C3CCCC3)c2cn1,8.193820026016112,True,<rdkit.Chem.rdchem.Mol object at 0x735c79070cf0>,False
CHEMBL5763679,CDK6,6.44,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCOCC4)C5)ncc3F)cc2n1C(C)C,8.191114132640188,True,<rdkit.Chem.rdchem.Mol object at 0x735c79070f20>,False
CHEMBL3691609,CDK4,6.5,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1-c1ccc(C(C)(C)C#N)cc1,8.187086643357144,True,<rdkit.Chem.rdchem.Mol object at 0x735c790715b0>,False
CHEMBL3691562,CDK4,6.5,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4C[C@@H]5CC4CN5)cn3)nc2n1C1CCCC1,8.187086643357144,True,<rdkit.Chem.rdchem.Mol object at 0x735c79071620>,False
CHEMBL3702168,CDK6,6.5,nM,Oc1ccc(-c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)cn1,8.187086643357144,True,<rdkit.Chem.rdchem.Mol object at 0x735c79071700>,False
CHEMBL5992232,CDK4,6.5,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc5c(c4)CC(N(C)C)C5)ncc3F)cc21,8.187086643357144,True,<rdkit.Chem.rdchem.Mol object at 0x735c790718c0>,False
CHEMBL3698684,CDK6,6.5,nM,O=C(c1csc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)n1)N1CCNCC1,8.187086643357144,True,<rdkit.Chem.rdchem.Mol object at 0x735c79072490>,False
CHEMBL5865665,CDK9,6.58,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C(C)C1CC1,8.181774106386044,True,<rdkit.Chem.rdchem.Mol object at 0x735c790725e0>,False
CHEMBL3698642,CDK6,6.6,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)nn4)nc3n(C3CCCC3)c2cn1,8.18045606445813,True,<rdkit.Chem.rdchem.Mol object at 0x735c79072730>,False
CHEMBL6002674,CDK2,6.68,nM,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)(C)C)c5c4)n3)ccc2C1,8.175223537524454,True,<rdkit.Chem.rdchem.Mol object at 0x735c79072960>,False
CHEMBL3698735,CDK4,6.7,nM,O[C@H]1CCCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)C1,8.173925197299173,True,<rdkit.Chem.rdchem.Mol object at 0x735c79072f80>,False
CHEMBL5971879,CDK9,6.74,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN[C@H]5C)ncc3F)cc2n1C(C)(C)C,8.17134010346468,True,<rdkit.Chem.rdchem.Mol object at 0x735c79073e60>,False
CHEMBL4208366,CDK4,6.8,nM,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)CCCC6)n3)nc2)CC1,8.167491087293763,True,<rdkit.Chem.rdchem.Mol object at 0x735c790728f0>,False
CHEMBL3702195,CDK4,6.8,nM,C[C@H](CO)Nc1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nn1,8.167491087293763,True,<rdkit.Chem.rdchem.Mol object at 0x735c79073300>,False
CHEMBL3702141,CDK4,6.8,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)cc3n(C3CCSC3)c2cn1,8.167491087293763,True,<rdkit.Chem.rdchem.Mol object at 0x735c79074ac0>,False
CHEMBL3698747,CDK6,6.8,nM,c1cc2c3cnc(Nc4ccc(N5CCCNCC5)nn4)nc3n(C3CCCC3)c2cn1,8.167491087293763,True,<rdkit.Chem.rdchem.Mol object at 0x735c79075770>,False
